code	status	stage	severity	moment	source_line	fix_kind	actionable	tier_or_toolchain	invoking_commands	fix_commands	fix_paths	violations	fix
E0166	active	sema	error	compile	158	source_edit	true	false					Keep one declaration of `{state}` in the struct's `state { … }` section
E0167	active	sema	error	compile	159	source_edit	true	false					Rename the state or the member so `Type.State.{state}` is unique
E0168	active	parse	error	compile	160	source_edit	true	false					Merge the state names into one `state { … }` section
E0169	active	sema	error	compile	161	source_edit	true	false					Add at least one state name, or remove the section
E0201	active	sema	error	compile	172	source_edit	true	false					Add the move marker `^` at the consuming call site.
E0202	active	sema	error	compile	173	source_edit	true	false					Add the write-access marker `&` at the call site.
E0203	active	sema	error	compile	174	source_edit	true	false					Use `^` only for a consuming parameter.
E0204	active	sema	error	compile	175	source_edit	true	false					End the active `mut` borrow before using the value again.
E0205	active	sema	error	compile	176	source_edit	true	false					Add `&` to the receiver before assigning to `self.field`.
E0206	retired	sema	error	compile	177	non_actionable	false	false					Follow the guidance for E0206
E0207	retired	sema	error	compile	178	non_actionable	false	false					Follow the guidance for E0207
E0208	active	sema	error	compile	179	source_edit	true	false					Place the raw pointer operation inside an audited `#Unsafe` region.
E0209	active	sema	error	compile	180	source_edit	true	false					Add `^` to the move argument or use a non-consuming constructor.
E0210	retired	parse	error	compile	181	non_actionable	false	false					Follow the guidance for E0210
E0211	active	sema	error	compile	182	source_edit	true	false					Use a copyable value with `~`, or move the value with `^` instead.
E0212	active	sema	error	compile	183	source_edit	true	false					Finish using the view before changing the owner, narrow the view's scope, or make an owned copy.
E0213	active	sema	error	compile	184	source_edit	true	false					Bind the call or temporary to a name first, then take the window from that name.
E0214	retired	sema	error	compile	185	source_edit	true	false					Replace `value.view(a..b)` with `value[a..b]`.
E0215	active	sema	error	compile	186	source_edit	true	false					Use a direct stored-field projection such as `guard.map(value -> value.field)`.
E0216	active	sema	error	compile	187	source_edit	true	false					Project two stored sibling fields, such as `value.left` and `value.right`.
E0217	active	sema	error	compile	188	source_edit	true	false					Keep the guard in a local name or a tuple, and use `.map(...)` or `.split(...)` for projections.
E0218	active	sema	error	compile	189	source_edit	true	false					Write `mem.pin(&place)` with the write-access marker `&`.
E0219	active	sema	error	compile	190	source_edit	true	false					Finish using the pin before changing the place, or narrow the pin's scope.
E0220	active	sema	error	compile	191	source_edit	true	false					Read or edit through the live window name instead of the owner.
E0221	active	sema	error	compile	192	source_edit	true	false					Use `Shared.Weak<T>` for intentional back-edges, or store an id instead of a strong handle.
E0222	active	sema	error	compile	193	source_edit	true	false					Move or take `{name}` as a whole, or update it atomically.
E0223	active	sema	error	compile	194	source_edit	true	false					Compute an owned replacement, then assign the persistent or static binding as a whole instead of passing `{name}` with `&` or using a mutating receiver.
E0301	active	sema	error	compile	210	source_edit	true	false					Call a named method, or implement `Mul` on a struct or distinct type of your own (an operator hook on `Int` belongs to the package that declares the other operand type, D-OPMIX1).
E0302	active	sema	error	compile	211	source_edit	true	false					Use the suggested field name or declare the intended field.
E0303	active	sema	error	compile	212	source_edit	true	false					Correct the named construction fields to match the struct or variant.
E0304	active	sema	error	compile	213	source_edit	true	false					Use the suggested variant spelling or a declared variant.
E0305	active	sema	error	compile	214	source_edit	true	false					Make the pattern's shape and types match the value.
E0306	active	sema	error	compile	215	source_edit	true	false					Make the pattern bind exactly the number of names the value provides.
E0307	active	sema	error	compile	216	source_edit	true	false					Add the missing dispatch arms or provide an `else` arm.
E0308	active	sema	error	compile	217	source_edit	true	false					Give `None` a known optional type such as `Int?`.
E0309	active	sema	error	compile	218	source_edit	true	false					Use one optional layer or define a distinct wrapper instead of `T??`.
E0310	active	sema	error	compile	219	source_edit	true	false					Handle or unwrap the optional value before using it as plain `T`.
E0311	active	sema	error	compile	220	source_edit	true	false					Use the receiver form named by the diagnostic, or correct the method name
E0312	active	sema	error	compile	221	source_edit	true	false					Compare values with a supported equality operation or compare their fields.
E0313	active	sema	error	compile	222	source_edit	true	false					Make the destructuring target match the value’s shape.
E0315	active	sema	error	compile	224	source_edit	true	false					Make the list pattern length match the known list length.
E0316	active	sema	error	compile	225	source_edit	true	false					Use an integer field and a non-empty range with `lo <= hi`.
E0317	active	sema	error	compile	226	source_edit	true	false					Make every or-pattern alternative bind the same names with the same types.
E0318	active	parse	error	compile	227	source_edit	true	false					Write `lo..hi` — it already means "lo through hi inclusive."
E0319	active	parse	error	compile	228	source_edit	true	false					Remove the stride; to match only multiples of N, use a full condition: `subject >= lo && subject <= hi && subject % n == 0 ->`.
E0320	active	parse	error	compile	229	source_edit	true	false					Remove the dot before `{`, for example write `Point{ x: 1 }`, `[Int]{ 1, 2 }`, or `{ x: 1 }`.
E0321	active	parse	error	compile	230	source_edit	true	false					Replace `impl Type: Trait` with `impl Type.Trait`.
E0322	active	parse	error	compile	231	source_edit	true	false					Use `==` for comparison in the `if` condition.
E0323	active	parse	error	compile	232	source_edit	true	false					Use `module name { }` instead of the unsupported `namespace` keyword.
E0324	active	sema	error	compile	233	source_edit	true	false					Use `struct` for a distinct primitive name, or add type parameters to the alias.
E0325	active	parse	error	compile	234	source_edit	true	false					Replace the external method `~~` connector with `.`.
E0326	active	sema	error	compile	235	source_edit	true	false					Add a trailing `..` to a partial struct destructure, or name every field.
E0327	active	sema	error	compile	236	source_edit	true	false					Remove the redundant `..` when every field is already named.
E0328	retired	parse	error	compile	237	non_actionable	false	false					Follow the guidance for E0328
E0329	active	parse	error	compile	238	source_edit	true	false					Give the arm table a named subject before nesting braceless arms.
E0330	active	sema	error	compile	239	source_edit	true	false					Provide a type context for the leading-dot enum variant.
E0331	active	parse	error	compile	240	source_edit	true	false					Remove the payload from the variant group name.
E0332	active	sema	error	compile	241	source_edit	true	false					Use a concrete variant instead of the variant group name as a value.
E0333	active	parse	error	compile	242	source_edit	true	false					Split the comparison or keep its direction consistent.
E0334	reserved	sema	error	compile	243	non_actionable	false	false					Follow the guidance for E0334
E0335	active	parse	error	compile	244	source_edit	true	false					Write `callee(() -> { … })`. Put each statement on its own line inside the block.
E0336	active	sema	error	compile	245	source_edit	true	false					Remove `#Patchable` from the generic struct or make the struct non-generic.
E0337	active	sema	error	compile	246	source_edit	true	false					Remove the function-typed field or remove `#Patchable` from the struct.
E0338	active	sema	error	compile	247	source_edit	true	false					Break the computed-field dependency cycle, including any self-reference.
E0339	active	sema	error	compile	248	source_edit	true	false					Remove the computed field from the struct literal or direct assignment.
E0340	active	sema	error	compile	249	source_edit	true	false					Use `Path.from(p).walk()` instead of `read_dir`.
E0341	retired	sema	error	compile	250	non_actionable	false	false					Follow the guidance for E0341
E0342	active	parse	error	compile	251	source_edit	true	false					Move it inside a function, or remove it from the declaration.
E0343	active	parse	error	compile	252	source_edit	true	false					Put the marker before the statement.
E0344	active	parse	error	compile	253	source_edit	true	false					Keep one marker: `#Off <statement>` or `#DebugOnly <statement>`.
E0345	active	sema	error	compile	254	source_edit	true	false					Remove the unknown `#Meta` field or replace it with a supported field.
E0346	active	sema	error	compile	255	source_edit	true	false					Keep each `#Meta` field name unique.
E0347	active	sema	error	compile	256	source_edit	true	false					Use a plain quoted string for the `#Meta` category.
E0348	active	sema	error	compile	257	source_edit	true	false					Set the `#Meta` category to non-empty text.
E0349	active	parse	error	compile	258	source_edit	true	false					Place `#Meta` on a binding or function declaration.
E0350	active	sema	error	compile	259	source_edit	true	false					Replace `Any` with the specific mechanism for this value.
E0351	retired	sema	error	compile	260	source_edit	true	false					Write `DataTree` instead of `Data`.
E0352	active	sema	error	compile	261	source_edit	true	false					Write `maturity: .Experimental`, `.Tested`, or `.Hardened`.
E0353	active	sema	error	compile	262	source_edit	true	false					Write each validation statement as `check(cond, at: field, "msg")`.
E0354	active	sema	error	compile	263	source_edit	true	false					Set `at:` to a field declared by the struct.
E0355	active	parse/sema	error	compile	264	source_edit	true	false					Use `#Policy(gc)`, `#Policy(explicit_units)`, `#Policy(copies: .Explicit)`, or `#Policy(sentries: .Off)`; write memory floors as `!Mem.*` effect denials.
E0356	active	sema	error	compile	265	source_edit	true	false					Add a type annotation or write the full `Type.new(...)` form
E0357	active	sema	error	compile	267	source_edit	true	true	jet check				Rename the identifier to the exact spelling shown by the diagnostic. Foreign names inside FFI binding modules are exempt.
E0358	retired	sema	error	compile	268	source_edit	true	false					Write the capitalized spelling shown by the diagnostic.
E0359	active	sema	error	compile	269	source_edit	true	false					Use matching dimensions, or use `*` or `/` to derive a new dimension
E0360	active	sema	error	compile	270	source_edit	true	true	jet check				Implement the named `Type.Trait` hook, or call a named method instead.
E0361	active	sema	error	compile	271	source_edit	true	false					Combine the value's fields directly, or call a different named helper inside the hook.
E0362	active	sema	error	compile	272	source_edit	true	false					Bind the inner value, update it, then assign the whole inner value back.
E0363	active	sema	error	compile	273	source_edit	true	false					Use a named enum when a member needs an open shape.
E0364	active	sema	error	compile	274	source_edit	true	false					Write `loop (i, item) in xs` — or `loop i in xs.indexes()` — or `0..<xs.len()`.
E0365	active	sema	error	compile	275	source_edit	true	false					Remove this arm or merge it with the one above.
E0366	active	parse	error	compile	276	source_edit	true	false					Write `if subject == { … }` for pattern arms, or use a Bool head.
E0367	active	parse/sema	error	compile	277	source_edit	true	false					Write `.{name}` or `.{name}(…)`.
E0368	active	parse	error	compile	278	source_edit	true	false					Write one or more entries between `@[` and `]@`.
E0369	active	parse	error	compile	279	source_edit	true	false					Remove the second name or give it a different name.
E0370	active	parse	error	compile	280	source_edit	true	false					Give every fence the same number of entries.
E0371	active	parse	error	compile	281	source_edit	true	false					Move the fence to a binding target or a complete expression statement, or fix the entry.
E0372	active	parse	error	compile	282	exact_command	true	false		jet fmt			Write `-> statement` for one statement, or wrap the body in `{ ... }`; `jet fmt` applies this fix.
E0373	active	parse	error	compile	283	exact_command	true	false		jet fmt			Replace the semicolon with a line break when code follows it, or remove it at the end of a line; `jet fmt` applies this fix.
E0374	retired	parse	error	compile	284	source_edit	true	false					Remove the keyword for ordinary code, or replace it with `@` when failure to compute now must stop the build.
E0375	retired	sema	error	compile	285	source_edit	true	false					Write `field: T{{expr}}` instead of `#Default(expr)`.
E0376	retired	parse	error	compile	286	source_edit	true	false					Write `loop i in 0..<n { … }` or `loop i in 0..n, 2 { … }`; keep `loop name := value, condition { … }` for mutable state.
E0377	retired	parse	error	compile	287	source_edit	true	false					Write `@name :: …` for a binding, `@if <condition> { … }` for a compile-time branch, and `@ { … }` for a compile-time block.
E0378	retired	parse	error	compile	288	source_edit	true	false					Replace `=` with `::`.
E0379	active	parse	error	compile	289	source_edit	true	false					Remove the comma before `if`.
E0380	active	sema	error	compile	290	source_edit	true	false					Write `loop item in source -> ...`; give nested loops named bindings.
E0381	active	parse	error	compile	291	source_edit	true	false					Write `marker Name(args..., @sites: [...], @repeatable: true, ...)`.
E0382	active	sema	error	compile	929	source_edit	true	false					Write `#Memo` before `{field}: T -> expr` without arguments.
E0383	retired	parse	error	compile	931	source_edit	true	false					Replace the comma after the binding with `in`, for example `loop item in items { … }`.
E0384	retired	parse	error	compile	932	source_edit	true	false					Write `xs.contains(x)` (the `.contains(x)` method) instead of `x in xs`.
E0385	retired	parse	error	compile	930	source_edit	true	false					Write `name: Type{{value}}` for a declaration default, or keep `=` for reassignment and extern slot fill.
E0386	active	parse	error	compile	933	source_edit	true	false					Write `(atom | atom) && guard` or `(atom | atom) || guard`.
E0387	active	sema	error	compile	223	source_edit	true	false					Wrap the call in `#Unsafe("reason") { … }`, or use `Type.from(text)` for validation
E0401	active	sema	error	compile	294	source_edit	true	false					Handle the fallible result or use it in a fallible context.
E0402	active	sema	error	compile	295	source_edit	true	false					Handle, propagate, or explicitly discard the fallible result.
E0403	active	sema	error	compile	296	source_edit	true	false					Handle the failure locally, or declare a compatible failure domain in the enclosing return type.
E0404	active	sema	error	compile	297	source_edit	true	false					Use `ok` or `err` only inside a fallible function or expression.
E0405	active	sema	error	compile	298	source_edit	true	false					Make the fallback type match the return type and fallible value.
E0406	active	parse	error	compile	299	source_edit	true	false					Write `?T !E`, `T !(E1 | E2)`, or omit the contract for implicit `Err`
E0407	active	sema	error	compile	304	source_edit	true	false					Provide a valid reason string to `.drop()`.
E0408	active	sema	error	compile	305	source_edit	true	false					Remove `err`, or use a fallible result when the fallback needs the failure
E0409	active	sema	error	compile	306	source_edit	true	false					Remove `err`, or return an explicit value from the miss route
E0410	retired	parse	error	compile	307	non_actionable	false	false					Follow the guidance for E0410
E0411	active	parse	error	compile	308	source_edit	true	false					Use `pub(package)` or another supported visibility qualifier.
E0412	active	parse	error	compile	309	source_edit	true	false					Use `priv` instead of `private` inside a `#PubFile`.
E0413	active	parse	error	compile	310	source_edit	true	false					Use `priv` only in a `#PubFile`, or remove the visibility keyword.
E0414	active	parse	error	compile	311	source_edit	true	false					Remove the redundant `pub` from the `#PubFile` item.
E0415	active	parse	error	compile	312	source_edit	true	false					Remove the rejected section visibility label and mark each item instead.
E0416	retired	parse	error	compile	313	non_actionable	false	false					Follow the guidance for E0416
E0417	active	parse	error	compile	314	source_edit	true	false					Choose either `pub` or `priv`, not both, on the item.
E0418	active	parse	error	compile	315	source_edit	true	false					Replace `#PublicFile` with `#PubFile`.
E0419	active	sema	error	compile	316	source_edit	true	false					Use the `#MustUse` result, bind it, or explicitly discard it.
E0420	active	sema	error	compile	317	source_edit	true	false					Write to `{name}` on every path before reading it (e.g. fill it via `mut {name}`).
E0421	active	parse	error	compile	318	source_edit	true	false					Write `` `{name} := <Type>{ uninit }` ``, e.g. `` `buffer := [U8#4096]{ uninit }` ``.
E0422	retired	parse	error	compile	319	non_actionable	false	false					Follow the guidance for E0422
E0423	active	sema	error	compile	320	source_edit	true	false					Use plain data — a number, `Bool`, `Char`, `U8`, or a fixed array of those (e.g. `[4096]U8`).
E0424	active	sema	error	compile	321	source_edit	true	true	jet check				Add `use core.mem` at the top of this file to opt in.
E0425	reserved	sema	error	compile	322	non_actionable	false	true					Follow the guidance for E0425
E0426	retired	parse	error	compile	323	source_edit	true	false					Write `` `{name} := <Type>{ uninit }` ``.
E0427	retired	parse	error	compile	324	non_actionable	false	false					Follow the guidance for E0427
E0428	retired	parse	error	compile	325	non_actionable	false	false					Follow the guidance for E0428
E0429	active	sema	error	compile	326	source_edit	true	false					Write a qualified Core call, or remove `#NoPrelude`.
E0430	active	parse	error	compile	327	source_edit	true	false					Write `#Shield { … }`.
E0431	retired	parse	error	compile	328	source_edit	true	false					Replace `Void` with `()`.
E0432	retired	parse	error	compile	329	source_edit	true	false					Replace `Error` with `Err`.
E0501	active	sema	error	compile	330	source_edit	true	false					Give the empty list a context type.
E0502	active	sema	error	compile	331	source_edit	true	false					Use an eligible scalar, enum, tuple, or struct key
